ra,iaa_autoavaliacao,ida_desempenho_academico,ieg_engajamento_atividades,ipp_psicopedagogicos,ian_adequacao_nivel,ips_aspectos_psicossociais,ipv_ponto_virada,inde_indice_desen_educacional,requer_psicologia,atingiu_pv,defasagem,ano_arquivo,risco
RA-402,9.2,4.2,7.3,7.81,10.0,2.52,6.88,5.26,,,,2023,1
RA-402,7.5,4.17,3.07,6.35,10.0,6.26,6.12,5.26,,,,2024,0
RA-403,9.5,6.3,9.3,,5.0,7.5,7.5,7.46,Sem limitações,Não,-1.0,2022,0
RA-403,8.5,7.8,8.8,7.29,5.0,6.27,8.45,7.46,,,,2023,1
RA-403,8.75,7.67,7.36,8.54,10.0,7.51,7.61,7.45,,,,2024,0
RA-404,9.0,5.3,7.3,,5.0,7.5,6.94,6.66,Sem limitações,Não,-1.0,2022,0
RA-404,7.9,6.0,8.3,6.88,5.0,5.02,6.89,6.66,,,,2023,1
RA-404,8.33,5.67,6.29,7.5,10.0,2.51,7.0,6.66,,,,2024,0
RA-405,9.5,3.3,6.2,,5.0,5.0,6.0,5.66,Requer avaliação,Não,-1.0,2022,0
RA-406,9.5,6.6,9.5,,5.0,7.5,7.33,7.5,Sem limitações,Não,-1.0,2022,0
RA-407,8.5,6.0,9.3,,5.0,7.5,7.06,7.2,Sem limitações,Não,-1.0,2022,0
RA-407,9.6,7.3,8.6,7.81,5.0,7.52,7.5,7.2,,,,2023,1
RA-407,8.33,3.67,7.61,7.97,10.0,6.26,7.88,7.2,,,,2024,0
RA-408,8.0,3.3,9.7,,5.0,7.5,7.33,6.73,Sem limitações,Não,-1.0,2022,0
RA-408,7.9,6.8,8.5,8.33,5.0,3.77,8.45,6.73,,,,2023,1
RA-408,7.5,4.83,4.98,7.08,10.0,7.51,6.78,6.73,,,,2024,0
RA-409,7.9,7.8,9.7,,10.0,7.5,7.5,8.15,Sem limitações,Não,0.0,2022,0
RA-409,8.4,8.0,9.5,7.92,5.0,2.52,8.73,8.15,,,,2023,1
RA-409,9.59,7.17,9.23,7.92,10.0,7.51,7.22,8.15,,,,2024,0
RA-41,9.2,5.6,6.1,,5.0,5.0,4.38,5.58,Requer avaliação,Não,-2.0,2022,0
RA-410,7.4,2.0,6.5,,5.0,6.3,7.44,5.68,Requer avaliação,Não,-2.0,2022,0
RA-410,8.8,4.9,5.8,6.72,5.0,7.52,6.04,5.68,,,,2023,0
RA-411,6.4,7.1,8.6,,5.0,7.5,7.83,7.23,Não atendido,Não,-1.0,2022,1
RA-411,6.2,6.6,9.0,7.81,10.0,7.52,7.54,7.23,,,,2023,1
RA-411,7.08,4.83,9.15,7.29,10.0,5.64,7.41,7.23,,,,2024,0
RA-412,8.5,7.3,9.0,,5.0,7.5,7.78,7.56,Não atendido,Não,-1.0,2022,1
RA-412,8.8,6.2,8.9,7.03,10.0,2.52,7.59,7.56,,,,2023,0
RA-412,8.33,7.33,8.46,8.02,10.0,6.26,8.13,7.56,,,,2024,0
RA-413,6.4,4.7,8.7,,5.0,5.6,7.06,6.41,Requer avaliação,Não,-1.0,2022,0
RA-413,7.9,6.3,8.9,7.29,5.0,2.52,7.5,6.41,,,,2023,0
RA-414,8.0,5.9,9.3,,5.0,7.5,7.67,7.28,Não atendido,Não,-1.0,2022,0
RA-414,0.0,6.5,9.5,7.81,10.0,7.52,7.59,7.28,,,,2023,1
RA-414,7.92,6.0,8.43,6.25,10.0,7.51,5.67,7.28,,,,2024,0
RA-415,8.0,6.2,8.3,,10.0,7.5,8.06,7.7,Não atendido,Não,0.0,2022,1
RA-415,7.1,3.7,8.2,7.81,10.0,7.52,7.83,7.7,,,,2023,0
RA-416,9.5,7.2,9.3,,5.0,8.8,8.22,7.91,Sem limitações,Não,-1.0,2022,0
RA-416,9.2,7.6,9.8,8.28,10.0,2.52,8.34,7.91,,,,2023,0
RA-416,8.75,8.0,8.97,8.54,10.0,7.51,9.13,7.91,,,,2024,0
RA-417,10.0,8.0,10.0,,5.0,7.5,9.56,8.43,Não atendido,Sim,-1.0,2022,1
RA-417,5.4,7.8,9.7,8.28,10.0,7.52,8.21,8.43,,,,2023,0
RA-417,8.33,8.83,8.4,8.44,10.0,7.51,8.29,8.43,,,,2024,0
RA-418,8.0,7.5,9.4,,10.0,7.5,8.22,8.18,Não atendido,Não,0.0,2022,0
RA-418,8.8,8.1,10.0,8.13,10.0,2.52,8.05,8.18,,,,2023,0
RA-418,8.75,9.33,10.0,8.23,10.0,7.51,9.05,8.18,,,,2024,0
RA-419,7.5,6.9,9.2,,5.0,5.6,8.39,7.36,Requer avaliação,Sim,-1.0,2022,0
RA-419,6.7,7.6,9.5,8.13,10.0,2.52,7.88,7.36,,,,2023,0
RA-419,7.08,8.17,9.38,8.02,10.0,6.26,8.55,7.36,,,,2024,0
RA-42,8.3,4.8,7.9,,10.0,5.6,6.08,6.72,Requer avaliação,Não,0.0,2022,0
RA-42,8.8,5.7,8.6,6.56,5.0,5.63,6.67,6.72,,,,2023,0
RA-42,9.17,8.17,9.68,6.8,5.0,5.64,7.13,6.72,,,,2024,0
RA-420,9.5,4.5,9.0,,10.0,5.6,8.0,7.46,Requer avaliação,Não,0.0,2022,0
RA-420,8.3,5.3,9.3,7.66,10.0,2.52,7.96,7.46,,,,2023,1
RA-420,8.33,4.0,9.56,7.81,10.0,6.26,7.96,7.46,,,,2024,0
RA-421,8.5,8.8,9.3,,10.0,7.5,9.11,8.72,Não atendido,Sim,0.0,2022,1
RA-421,9.2,7.3,9.9,7.81,10.0,2.52,8.17,8.72,,,,2023,1
RA-421,8.75,6.67,9.54,9.06,10.0,7.51,8.57,8.72,,,,2024,0
RA-422,8.5,2.5,10.0,,5.0,7.5,7.5,6.75,Não atendido,Não,-1.0,2022,0
RA-422,0.0,4.4,7.8,6.67,5.0,7.52,6.11,6.75,,,,2023,1
RA-422,7.5,2.83,6.16,6.46,5.0,7.51,5.5,6.75,,,,2024,0
RA-423,8.4,2.3,9.6,,5.0,7.5,7.67,6.65,Sem limitações,Não,-1.0,2022,0
RA-423,8.0,3.4,8.7,7.08,5.0,6.89,7.45,6.65,,,,2023,0
RA-423,5.83,4.33,6.5,6.88,10.0,8.13,6.83,6.65,,,,2024,0
RA-424,9.0,7.5,10.0,,5.0,7.5,8.22,7.94,Não atendido,Não,-1.0,2022,1
RA-424,8.8,6.4,9.9,7.81,10.0,2.52,7.79,7.94,,,,2023,1
RA-424,8.33,3.33,9.62,7.34,10.0,7.51,7.16,7.94,,,,2024,0
RA-425,9.0,9.0,10.0,,5.0,7.5,7.5,8.12,Não atendido,Não,-1.0,2022,1
RA-425,9.2,7.5,9.9,7.81,10.0,2.52,8.38,8.12,,,,2023,0
RA-425,10.0,9.0,10.0,8.23,10.0,6.26,8.84,8.12,,,,2024,0
RA-426,9.0,4.6,6.5,,5.0,7.5,7.11,6.35,Não atendido,Não,-2.0,2022,0
RA-426,5.4,5.0,7.6,7.66,5.0,5.0,7.54,6.35,,,,2023,1
RA-426,7.92,4.83,7.91,7.66,5.0,4.38,8.0,6.35,,,,2024,0
RA-427,8.0,2.5,8.5,,5.0,7.5,6.78,6.25,Não atendido,Não,-1.0,2022,0
RA-428,6.8,9.5,8.7,,5.0,7.5,7.11,7.68,Não atendido,Não,-1.0,2022,1
RA-428,8.3,7.2,9.5,7.81,10.0,2.52,8.04,7.68,,,,2023,1
RA-428,9.17,5.0,8.9,7.5,10.0,5.64,7.63,7.68,,,,2024,0
RA-429,10.0,2.7,5.3,,5.0,7.5,6.61,5.81,Não atendido,Não,-1.0,2022,0
RA-43,6.3,4.3,6.5,,5.0,5.6,5.96,5.49,Requer avaliação,Não,-1.0,2022,0
RA-43,7.9,5.0,6.7,7.5,5.0,5.63,7.59,5.49,,,,2023,0
RA-430,9.5,8.5,8.6,,5.0,7.5,6.61,7.59,Não atendido,Não,-1.0,2022,1
RA-430,9.2,6.4,9.3,7.81,5.0,2.52,7.75,7.59,,,,2023,0
RA-431,9.0,4.5,8.1,,10.0,7.5,6.78,7.18,Não atendido,Não,0.0,2022,0
RA-432,10.0,5.1,6.8,,5.0,5.0,6.61,6.34,Requer avaliação,Não,-2.0,2022,0
RA-432,8.8,5.2,9.0,7.81,5.0,2.52,8.04,6.34,,,,2023,0
RA-432,7.5,5.5,10.0,7.34,5.0,6.26,7.29,6.34,,,,2024,0
RA-433,8.5,2.6,7.3,,5.0,5.0,5.78,5.56,Requer avaliação,Não,-1.0,2022,0
RA-433,8.5,4.8,7.2,5.83,5.0,7.52,7.61,5.56,,,,2023,0
RA-433,7.92,4.83,8.38,6.88,10.0,8.13,6.42,5.56,,,,2024,0
RA-434,9.0,5.7,8.1,,10.0,7.5,6.78,7.4,Sem limitações,Não,0.0,2022,0
RA-434,6.3,6.6,8.0,7.5,5.0,7.52,7.61,7.4,,,,2023,1
RA-434,7.08,5.5,5.06,7.29,10.0,7.51,6.55,7.4,,,,2024,0
RA-435,7.9,4.7,6.2,,10.0,7.5,6.44,6.6,Sem limitações,Não,0.0,2022,0
RA-436,9.5,2.0,8.1,,10.0,7.5,6.61,6.69,Sem limitações,Não,0.0,2022,0
RA-436,7.5,3.4,4.7,6.88,5.0,2.52,7.61,6.69,,,,2023,0
RA-437,8.5,5.8,8.3,,5.0,7.5,6.61,6.88,Sem limitações,Não,-1.0,2022,1
RA-437,8.0,4.7,8.4,7.29,5.0,7.52,7.78,6.88,,,,2023,0
RA-438,8.0,7.3,8.7,,10.0,7.5,6.89,7.76,Sem limitações,Não,0.0,2022,1
RA-438,6.9,5.4,7.5,6.46,10.0,6.26,7.22,7.76,,,,2023,0
RA-438,9.17,8.25,8.66,7.97,5.0,7.51,7.92,7.76,,,,2024,0
RA-439,9.0,2.3,4.9,,5.0,7.5,6.5,5.52,Sem limitações,Não,-1.0,2022,0
RA-44,5.0,3.0,5.9,,5.0,7.5,7.29,5.54,Sem limitações,Não,-2.0,2022,0
RA-44,0.0,6.9,8.5,7.5,5.0,5.01,7.17,5.54,,,,2023,0
RA-440,9.5,5.5,9.0,,10.0,6.9,5.83,7.33,Não atendido,Não,0.0,2022,0
RA-440,0.0,6.2,8.2,7.97,10.0,7.52,7.84,7.33,,,,2023,0
RA-441,9.0,8.0,7.9,,10.0,7.5,8.33,8.19,Não atendido,Não,0.0,2022,0
RA-442,10.0,7.5,8.2,,10.0,7.5,8.22,8.23,Não atendido,Não,0.0,2022,1
RA-442,0.0,5.8,7.6,7.5,10.0,7.52,8.13,8.23,,,,2023,1
RA-442,8.33,5.0,5.92,7.5,10.0,5.64,7.88,8.23,,,,2024,0
RA-443,9.0,5.6,9.1,,5.0,7.5,8.5,7.48,Não atendido,Sim,-1.0,2022,0
RA-443,7.1,7.6,7.5,7.97,5.0,2.52,8.13,7.48,,,,2023,0
RA-444,9.0,3.1,7.2,,10.0,5.0,7.78,6.67,Requer avaliação,Não,0.0,2022,0
RA-444,0.0,4.7,7.9,6.41,10.0,5.0,6.46,6.67,,,,2023,1
RA-444,8.33,3.67,6.38,6.25,5.0,2.51,5.96,6.66,,,,2024,0
RA-445,9.0,3.8,9.4,,5.0,7.5,7.5,6.92,Não atendido,Não,-1.0,2022,0
RA-445,8.0,8.4,8.8,8.54,5.0,6.89,8.18,6.92,,,,2023,1
RA-445,7.92,4.0,8.72,7.81,10.0,7.51,7.37,6.92,,,,2024,0
RA-446,9.5,6.9,8.9,,5.0,5.0,7.89,7.37,Requer avaliação,Não,-1.0,2022,0
RA-447,0.0,3.5,7.0,,10.0,7.5,5.56,5.61,Não atendido,Não,0.0,2022,0
RA-448,9.0,5.5,9.7,,10.0,7.5,8.11,7.97,Não atendido,Não,0.0,2022,0
RA-449,0.0,7.0,6.0,,5.0,7.5,8.11,6.14,Não atendido,Não,-1.0,2022,0
RA-449,7.1,7.0,7.2,7.34,10.0,7.52,6.84,6.14,,,,2023,0
RA-45,7.9,6.8,8.9,,10.0,5.6,7.42,7.59,Requer avaliação,Não,0.0,2022,0
RA-45,7.1,7.9,9.6,8.28,10.0,6.26,8.17,7.59,,,,2023,0
RA-45,7.5,8.0,9.62,8.75,10.0,9.38,8.28,7.59,,,,2024,0
RA-450,10.0,7.5,9.1,,5.0,7.5,8.11,7.84,Não atendido,Não,-1.0,2022,1
RA-450,9.6,5.4,8.4,7.66,5.0,2.52,7.92,7.84,,,,2023,0
RA-450,8.75,7.5,8.95,7.81,5.0,5.63,7.58,7.84,,,,2024,0
RA-451,9.0,6.1,6.0,,5.0,6.3,6.89,6.43,Requer avaliação,Não,-1.0,2022,0
RA-451,8.5,8.9,9.5,9.38,5.0,4.39,9.9,6.43,,,,2023,0
RA-452,9.0,4.8,5.6,,5.0,7.5,7.17,6.29,Não atendido,Não,-1.0,2022,0
RA-453,9.0,8.8,8.7,,5.0,7.5,7.78,7.85,Não atendido,Não,-1.0,2022,0
RA-454,9.5,2.3,8.6,,5.0,5.0,5.44,5.56,Não indicado,Não,-2.0,2022,0
RA-454,0.0,2.6,7.5,4.69,5.0,5.0,5.54,5.56,,,,2023,0
RA-454,9.59,3.67,6.63,5.42,5.0,6.26,5.83,5.56,,,,2024,0
RA-455,7.0,6.3,7.9,,5.0,7.5,7.28,6.88,Não atendido,Não,-1.0,2022,1
RA-455,8.75,4.5,6.11,8.33,10.0,8.13,7.28,6.88,,,,2024,0
RA-456,6.4,7.3,8.2,,5.0,6.3,8.39,7.19,Requer avaliação,Sim,-1.0,2022,0
RA-456,0.0,9.9,8.3,9.58,5.0,4.39,9.95,7.19,,,,2023,1
RA-456,7.08,6.5,9.38,9.17,10.0,7.51,8.89,7.19,,,,2024,0
RA-457,8.0,8.5,8.8,,5.0,7.5,7.67,7.68,Não atendido,Não,-1.0,2022,1
RA-457,7.5,8.1,8.6,8.13,10.0,7.52,8.05,7.68,,,,2023,0
RA-457,8.33,8.67,8.74,9.69,10.0,7.51,7.77,7.68,,,,2024,0
RA-458,8.0,5.6,7.7,,5.0,7.5,5.83,6.51,Não atendido,Não,-1.0,2022,1
RA-458,9.6,3.8,6.9,7.19,5.0,7.52,6.25,6.51,,,,2023,0
RA-458,8.75,4.0,3.74,7.03,5.0,6.88,6.83,6.51,,,,2024,0
RA-459,7.0,7.3,9.1,,5.0,8.1,7.22,7.28,Sem limitações,Não,-1.0,2022,0
RA-459,6.7,8.3,9.3,7.19,10.0,7.52,7.88,7.28,,,,2023,1
RA-459,7.92,4.67,8.45,7.81,10.0,5.64,7.37,7.28,,,,2024,0
RA-46,8.8,2.1,8.4,,5.0,6.3,7.08,6.05,Sem limitações,Não,-2.0,2022,0
RA-46,7.1,4.4,7.4,6.56,2.5,2.52,6.63,6.05,,,,2023,0
RA-460,6.8,3.3,8.1,,5.0,7.5,5.06,5.71,Não atendido,Não,-1.0,2022,0
RA-461,0.0,3.8,6.7,,5.0,7.5,7.22,5.45,Sem limitações,Não,-1.0,2022,0
RA-461,7.3,7.4,7.9,8.54,5.0,3.77,8.62,5.45,,,,2023,1
RA-461,8.75,4.5,9.18,7.71,10.0,7.51,7.06,5.45,,,,2024,0
RA-462,10.0,3.6,8.5,,5.0,7.5,6.78,6.63,Sem limitações,Não,-2.0,2022,1
RA-462,10.0,2.7,8.1,7.5,5.0,5.0,6.58,6.63,,,,2023,0
RA-463,10.0,2.5,7.8,,5.0,7.5,7.39,6.41,Não atendido,Não,-1.0,2022,0
RA-463,9.2,4.0,5.4,7.81,10.0,2.52,7.8,6.41,,,,2023,0
RA-464,7.5,4.8,8.0,,5.0,7.5,7.72,6.75,Não atendido,Não,-1.0,2022,1
RA-464,9.2,3.0,7.7,7.97,5.0,2.52,7.38,6.75,,,,2023,0
RA-464,9.17,4.33,7.85,7.19,5.0,8.76,7.12,6.75,,,,2024,0
RA-465,8.0,7.8,7.9,,10.0,7.5,8.44,8.01,Não atendido,Sim,0.0,2022,0
RA-465,7.5,8.5,9.4,7.97,10.0,2.52,8.17,8.01,,,,2023,0
RA-466,8.5,3.3,9.7,,5.0,7.5,7.56,6.83,Não atendido,Não,-1.0,2022,0
RA-466,9.5,4.5,7.6,6.25,5.0,6.89,7.06,6.83,,,,2023,1
RA-466,8.75,4.0,7.22,7.5,5.0,8.76,7.67,6.83,,,,2024,0
RA-467,5.8,5.5,8.4,,5.0,5.0,7.11,6.38,Requer avaliação,Não,-1.0,2022,1
RA-467,6.3,5.2,9.2,7.19,5.0,3.14,7.54,6.38,,,,2023,0
RA-467,7.92,6.83,9.14,7.34,10.0,5.01,7.54,6.38,,,,2024,0
RA-468,9.5,4.1,6.7,,5.0,7.5,6.72,6.31,Não atendido,Não,-1.0,2022,1
RA-468,8.3,3.4,6.0,7.34,5.0,6.27,6.72,6.31,,,,2023,0
RA-469,9.0,5.7,9.6,,10.0,5.0,7.83,7.62,Requer avaliação,Não,0.0,2022,0
RA-469,7.5,7.8,9.3,7.92,5.0,2.52,8.84,7.62,,,,2023,1
RA-469,9.17,5.0,9.5,7.29,10.0,7.51,6.94,7.62,,,,2024,0
RA-47,7.9,2.1,6.3,,5.0,7.5,7.04,5.68,Sem limitações,Não,-2.0,2022,0
RA-470,8.0,6.3,9.7,,5.0,7.5,7.5,7.38,Não atendido,Não,-1.0,2022,1
RA-470,8.8,4.9,9.2,7.5,5.0,5.0,7.71,7.38,,,,2023,1
RA-470,9.59,3.33,8.01,7.03,10.0,7.51,6.5,7.38,,,,2024,0
RA-471,3.5,6.3,8.5,,5.0,5.0,8.06,6.54,Requer avaliação,Não,-1.0,2022,1
RA-471,0.0,5.0,9.0,7.97,10.0,6.27,8.13,6.54,,,,2023,0
RA-471,0.0,5.5,7.03,7.71,10.0,7.51,8.04,6.54,,,,2024,0
RA-472,9.0,2.0,7.0,,5.0,7.5,7.06,5.93,Não atendido,Não,-1.0,2022,0
RA-472,5.1,5.5,7.1,7.71,5.0,7.52,8.22,5.93,,,,2023,0
RA-472,7.5,6.25,7.48,6.25,5.0,7.51,6.33,5.93,,,,2024,0
RA-473,8.0,4.3,6.1,,5.0,7.5,5.89,5.92,Não atendido,Não,-1.0,2022,0
RA-474,9.5,3.0,9.1,,5.0,7.5,6.0,6.45,Não atendido,Não,-1.0,2022,0
RA-474,0.0,3.3,7.8,7.19,5.0,5.0,6.76,6.45,,,,2023,1
RA-474,9.17,3.0,5.82,7.19,5.0,7.51,6.87,6.45,,,,2024,0
RA-475,8.5,5.8,9.2,,5.0,7.5,7.67,7.2,Não atendido,Não,-1.0,2022,0
RA-476,9.0,5.5,9.3,,5.0,4.4,7.56,6.93,Requer avaliação,Não,-1.0,2022,1
RA-476,7.9,4.1,7.0,7.34,10.0,2.52,7.51,6.93,,,,2023,0
RA-476,7.92,4.5,6.6,6.25,10.0,7.51,6.75,6.93,,,,2024,0
RA-477,0.0,0.7,5.0,,5.0,5.6,4.5,3.63,Requer avaliação,Não,-1.0,2022,0
RA-478,8.5,4.9,9.1,,5.0,5.6,7.06,6.71,Requer avaliação,Não,-1.0,2022,1
RA-478,6.7,4.4,7.3,7.19,10.0,2.52,7.3,6.71,,,,2023,0
RA-479,8.0,9.8,9.2,,5.0,7.5,9.5,8.47,Sem limitações,Sim,-1.0,2022,1
RA-479,9.0,9.7,10.0,9.79,10.0,2.52,9.64,8.47,,,,2023,1
RA-479,9.17,9.67,9.87,9.38,10.0,2.51,9.45,8.46,,,,2024,0
RA-48,6.7,8.1,8.4,,10.0,7.5,8.5,8.01,Sem limitações,Sim,0.0,2022,1
RA-48,6.7,7.7,8.4,7.66,10.0,6.26,7.63,8.01,,,,2023,1
RA-48,7.92,7.5,8.34,8.59,10.0,9.38,8.23,8.01,,,,2024,0
RA-480,9.0,6.3,8.8,,5.0,7.5,8.44,7.5,Não atendido,Sim,-1.0,2022,0
RA-480,10.0,7.9,9.7,7.97,5.0,7.52,8.34,7.5,,,,2023,1
RA-480,6.25,5.0,8.07,7.81,10.0,7.51,7.44,7.5,,,,2024,0
RA-481,9.0,5.2,8.0,,10.0,7.5,6.89,7.21,Não atendido,Não,0.0,2022,0
RA-482,10.0,5.5,7.9,,5.0,7.5,6.83,6.87,Não atendido,Não,-1.0,2022,0
RA-483,9.0,2.4,4.8,,5.0,5.0,6.83,5.26,Requer avaliação,Não,-1.0,2022,0
RA-483,9.0,5.6,6.0,7.92,5.0,2.52,8.17,5.26,,,,2023,1
RA-483,8.5,5.25,5.64,8.13,5.0,6.26,8.06,5.26,,,,2024,0
RA-484,9.5,6.5,8.7,,5.0,5.0,6.39,6.71,Requer avaliação,Não,-1.0,2022,1
RA-484,6.4,3.6,7.5,5.42,5.0,2.52,6.8,6.71,,,,2023,1
RA-484,8.33,0.0,3.91,3.44,10.0,2.51,3.12,6.71,,,,2024,0
RA-485,9.5,1.2,4.0,,5.0,7.5,5.44,4.74,Não atendido,Não,-1.0,2022,0
RA-486,10.0,7.3,9.9,,5.0,7.5,7.22,7.62,Não atendido,Não,-1.0,2022,1
RA-486,8.4,6.2,6.4,7.5,10.0,2.52,8.75,7.62,,,,2023,0
RA-487,7.5,9.6,9.7,,5.0,7.5,9.33,8.42,Não atendido,Sim,-1.0,2022,1
RA-487,8.5,9.5,9.9,9.17,10.0,5.0,9.26,8.42,,,,2023,0
RA-487,9.17,9.67,9.44,9.06,10.0,9.38,9.17,8.42,,,,2024,0
RA-488,8.5,7.3,8.8,,5.0,7.5,7.72,7.41,Não atendido,Não,-1.0,2022,0
RA-489,9.0,0.0,7.2,,10.0,7.5,6.5,5.85,Não atendido,Não,0.0,2022,0
RA-49,7.5,3.9,7.4,,5.0,7.5,7.04,6.3,Sem limitações,Não,-2.0,2022,0
RA-49,,,,,10.0,,,6.3,,,,2023,0
RA-49,,,0.0,,10.0,,,6.3,,,,2024,0
RA-490,7.9,7.7,8.2,,5.0,7.5,8.72,7.58,Não atendido,Sim,-1.0,2022,1
RA-490,7.9,5.8,7.9,8.54,10.0,2.52,9.01,7.58,,,,2023,0
RA-490,9.17,6.17,5.51,7.81,10.0,8.76,7.3,7.58,,,,2024,0
RA-491,7.5,7.0,9.7,,5.0,7.5,7.72,7.46,Não atendido,Não,-1.0,2022,1
RA-491,9.5,5.0,9.6,7.71,10.0,2.52,8.34,7.46,,,,2023,0
RA-491,7.5,5.25,9.01,7.08,5.0,7.51,7.17,7.46,,,,2024,0
RA-492,10.0,7.1,8.8,,5.0,7.5,8.28,7.68,Não atendido,Não,-1.0,2022,0
RA-493,10.0,7.2,9.4,,10.0,7.5,8.28,8.31,Sem limitações,Não,0.0,2022,1
RA-493,9.5,6.0,9.6,8.54,10.0,2.52,8.84,8.31,,,,2023,1
RA-493,10.0,3.17,8.93,7.03,10.0,10.0,6.71,8.31,,,,2024,0
RA-494,6.4,5.8,8.3,,5.0,5.0,6.94,6.41,Requer avaliação,Não,-1.0,2022,0
RA-494,6.9,6.8,9.0,7.71,5.0,2.52,8.71,6.41,,,,2023,1
RA-494,7.5,6.33,7.33,7.81,10.0,8.76,8.92,6.41,,,,2024,0
RA-495,9.0,8.4,8.9,,5.0,7.5,8.06,7.86,Sem limitações,Não,-1.0,2022,1
RA-495,9.0,7.4,8.4,8.54,5.0,2.52,8.76,7.86,,,,2023,0
RA-496,8.5,5.7,6.8,,5.0,7.5,7.56,6.68,Requer avaliação,Não,-1.0,2022,0
RA-496,0.0,8.3,7.1,7.92,5.0,5.0,8.71,6.68,,,,2023,1
RA-496,10.0,5.67,5.32,6.72,10.0,6.26,6.16,6.68,,,,2024,0
RA-497,6.9,5.1,9.2,,5.0,5.0,5.83,6.32,Não indicado,Não,-2.0,2022,1
RA-497,5.3,3.5,8.7,6.25,5.0,2.52,6.89,6.32,,,,2023,1
RA-497,7.5,1.0,6.1,5.63,5.0,5.63,3.51,6.32,,,,2024,0
RA-498,8.5,8.8,8.8,,5.0,7.5,7.56,7.7,Sem limitações,Não,-1.0,2022,0
RA-499,8.5,8.2,10.0,,5.0,7.5,7.44,7.83,Sem limitações,Não,-1.0,2022,1
RA-499,7.9,6.6,10.0,8.75,10.0,2.52,8.3,7.83,,,,2023,1
RA-499,8.5,4.75,9.05,7.19,10.0,7.51,7.5,7.83,,,,2024,0
RA-5,7.9,5.2,8.6,,10.0,5.6,7.39,7.43,Requer avaliação,Não,0.0,2022,0
RA-5,,,,,10.0,,,7.43,,,,2023,0
RA-50,7.5,7.8,8.4,,2.5,7.5,7.54,7.14,Sem limitações,Não,-3.0,2022,0
RA-500,9.0,9.5,10.0,,5.0,7.5,7.89,8.23,Sem limitações,Não,-1.0,2022,1
RA-500,9.5,7.9,10.0,8.96,10.0,2.52,8.8,8.23,,,,2023,1
RA-500,9.59,6.67,10.0,8.59,10.0,2.51,8.38,8.23,,,,2024,0
RA-501,8.5,6.8,8.8,,10.0,7.5,7.33,7.79,Sem limitações,Não,0.0,2022,0
RA-501,7.0,8.9,8.4,8.54,5.0,7.52,9.4,7.79,,,,2023,1
RA-501,7.0,8.75,7.99,8.44,10.0,7.51,8.17,7.79,,,,2024,0
RA-502,9.5,7.4,9.7,,10.0,7.5,7.78,8.29,Sem limitações,Não,1.0,2022,0
RA-502,8.5,8.0,9.8,7.97,10.0,7.52,8.95,8.29,,,,2023,0
RA-502,9.0,8.0,9.76,9.06,10.0,3.76,8.84,8.29,,,,2024,0
RA-503,8.5,8.8,10.0,,5.0,7.5,7.5,7.95,Sem limitações,Não,-1.0,2022,1
RA-503,9.5,8.7,10.0,8.75,10.0,2.52,8.26,7.95,,,,2023,1
RA-503,9.59,7.67,9.82,7.81,10.0,7.51,7.79,7.95,,,,2024,0
RA-504,8.5,8.0,8.9,,10.0,7.5,7.56,8.07,Sem limitações,Não,0.0,2022,1
RA-504,8.0,7.9,8.3,7.5,10.0,7.52,8.84,8.07,,,,2023,0
RA-505,9.5,8.4,8.0,,5.0,7.5,7.56,7.59,Sem limitações,Não,-1.0,2022,0
RA-506,9.5,7.2,7.3,,5.0,7.5,7.28,7.13,Sem limitações,Não,-2.0,2022,0
RA-506,9.5,8.5,8.1,8.96,5.0,5.0,7.92,7.13,,,,2023,0
RA-507,8.5,7.4,10.0,,5.0,7.5,7.22,7.65,Não atendido,Não,-1.0,2022,0
RA-508,8.0,4.5,7.4,,5.0,7.5,7.56,6.58,Não atendido,Não,-1.0,2022,0
RA-508,6.4,7.5,8.6,8.33,10.0,2.52,8.67,6.58,,,,2023,1
RA-508,7.08,4.67,5.57,7.66,10.0,7.51,7.5,6.58,,,,2024,0
RA-509,9.0,9.2,8.2,,5.0,7.5,7.83,7.81,Não atendido,Não,-2.0,2022,1
RA-509,8.5,8.6,8.1,8.96,5.0,2.52,8.84,7.81,,,,2023,1
RA-509,9.17,6.0,6.36,8.28,10.0,2.51,7.25,7.81,,,,2024,0
RA-51,8.8,5.0,7.6,,5.0,7.5,6.5,6.49,Não atendido,Não,-2.0,2022,0
RA-510,8.0,7.1,9.3,,5.0,7.5,7.06,7.34,Não atendido,Não,-2.0,2022,0
RA-511,8.0,5.3,10.0,,5.0,7.5,7.06,7.09,Não atendido,Não,-1.0,2022,0
RA-512,9.0,6.2,9.3,,5.0,7.5,7.72,7.37,Não atendido,Não,-1.0,2022,0
RA-513,9.0,8.3,9.6,,10.0,5.6,7.78,8.23,Requer avaliação,Não,0.0,2022,1
RA-513,9.5,7.5,9.7,8.54,10.0,2.52,9.01,8.23,,,,2023,0
RA-513,10.0,7.67,8.83,9.06,10.0,8.14,8.55,8.23,,,,2024,0
RA-514,8.0,4.8,9.7,,10.0,7.5,5.89,7.04,Não atendido,Não,0.0,2022,0
RA-514,7.9,5.5,7.5,5.0,5.0,2.52,5.9,7.04,,,,2023,1
RA-514,9.0,3.0,7.6,5.63,10.0,4.39,6.0,7.04,,,,2024,0
RA-515,8.0,5.8,6.3,,5.0,7.5,7.56,6.58,Não atendido,Não,-2.0,2022,0
